what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337263095644
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337263106517
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337263106673
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337263116267
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337263121711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263206763
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1337263206763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263211708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263218853
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1337263218868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263384728
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337263384884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337263420468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337263420608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337263423744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337263438220
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337263440826
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337263441886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263444398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263448298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1337263448314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263450872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263452635
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337263455895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263456363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337263458454
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337263458469
