what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256396228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256397039
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337256403762
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337256411438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337256412888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1337256414776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1337256415104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1337256415821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337256417553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256419191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256420408
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337256421375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337256424323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256428738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256429986
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1337256430813
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337256448176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337256452840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256453979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256455196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337256480203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256481638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256483026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337256493853
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1337256497815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256512682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256518837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256519882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256523261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256524072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337256568373
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337256571633
