what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337277028440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337277032137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277033183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277034821
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337277034977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277035382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277044930
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337277045054
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337277047987
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337277049110
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337277056767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337277069107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277071057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277073350
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337277074302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277074801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277086423
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337277087905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277121317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337277121925
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337277164791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337277168363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337277185477
