what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252384195
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337252384663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252385084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252386332
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337252390388
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1337252391683
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337252402166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337252404147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337252405161
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1337252408235
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1337252408921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252424771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252425909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337252427329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252428686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252430652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337252433101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337252433429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337252435519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252437157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252438249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337252445331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252446501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252447484
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1337252486250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337252504034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337252505750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337252507794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252509089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252510212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337252642282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337252657305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252658896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252660971
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337252661704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252662125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252663498
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337252664403
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337252666649
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337252666992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252667023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252671579
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337252691531
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337252732170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337252735071
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1337252742653
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1337252743199
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1337252744431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337252750437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337252753854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252755039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337252756084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337252799842
