what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337300648641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300650193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300651902
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337300651973
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337300653499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300653935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300663579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300682695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300716992
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337300717023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337300724933
executed,command,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.edit.text.c.format",1337300727814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337300732408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300734753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300736406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337300743760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337300743926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337300745911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337300748187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337300748389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337300761893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337300770737
