what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1337259772368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259781681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259783475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259785675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259810211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259813253
error,log,,,"Unexpected error: Warning more than one options found for kind 1",1337259846809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259847761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1337259847792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259851801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259855763
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337259856809
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259859258
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259859258
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259860553
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337259862612
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259862799
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259862893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337259871254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337259873625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337259877572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337259881191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259882377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259885076
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337259887197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259892174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337259893500
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259894732
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259902111
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259902142
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259902142
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259902158
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337259902173
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337259911955
