what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337284592408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284594654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284596292
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337284603765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284606073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284609942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1337284609958
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337284612033
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337284617617
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337284617992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284618054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284622843
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284696052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337284704851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337284711809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284720685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284721605
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337284722261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284722666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284727487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284787640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284788514
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337284794130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284794582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284799387
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337284803646
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284811753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337284815669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284816792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284818539
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337284819241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284819694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284821425
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337284822705
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337284824452
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337284824842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284824873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284829662
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337284833547
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284887582
executed,command,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.edit.opendecl",1337284897020
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284897098
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284897254
executed,command,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.edit.opendecl",1337284899516
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284899594
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337284899750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337284917675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337285089644
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337285093529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337285101198
