what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1337358925595
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1337358925595
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1337358925595
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1337358925595
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1337358925595
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1337358925595
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1337358925595
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1337358925595
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1337358925610
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1337358925610
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1337358925610
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1337358925610
started,bundle,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.core",1337358925610
started,bundle,org.eclipse.tm.terminal,3.0.2.R31x_v201002160030,"org.eclipse.tm.terminal",1337358925610
started,bundle,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view",1337358925610
os,sysinfo,,,"win32",1337358925626
arch,sysinfo,,,"x86",1337358925626
ws,sysinfo,,,"win32",1337358925626
locale,sysinfo,,,"es_ES",1337358925626
processors,sysinfo,,,"2",1337358925626
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337358925626
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1337358925626
java.specification.name,sysinfo,,,"Java Platform API Specification",1337358925626
java.specification.vendor,sysinfo,,,"Oracle Corporation",1337358925626
java.specification.version,sysinfo,,,"1.7",1337358925626
java.vendor,sysinfo,,,"Oracle Corporation",1337358925626
java.version,sysinfo,,,"1.7.0_03",1337358925626
java.vm.info,sysinfo,,,"mixed mode, sharing",1337358925626
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1337358925626
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337358925626
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1337358925626
java.vm.specification.version,sysinfo,,,"1.7",1337358925626
java.vm.vendor,sysinfo,,,"Oracle Corporation",1337358925626
java.vm.version,sysinfo,,,"22.1-b02",1337358925626
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201106081058,"org.eclipse.cdt.codan.ui",1337358925829
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1337358925985
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1337358928309
activated,view,org.eclipse.tm.terminal.view,2.0.101.v200907301400,"org.eclipse.tm.terminal.view.TerminalView",1337359127865
started,bundle,org.eclipse.tm.terminal.serial,2.0.100.v200905272300,"org.eclipse.tm.terminal.serial",1337359127989
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1337359155080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337359161959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337359164611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337359171148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1337359177076
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1337359177528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337359179541
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.ui",1337359182832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337359187263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1337359187294
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1337359190851
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1337359191443
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.gdb.ui",1337359191443
